@relation GestureTraining

@attribute MFCC_0 numeric
@attribute MFCC_1 numeric
@attribute MFCC_2 numeric
@attribute MFCC_3 numeric
@attribute MFCC_4 numeric
@attribute MFCC_5 numeric
@attribute MFCC_6 numeric
@attribute MFCC_7 numeric
@attribute MFCC_8 numeric
@attribute MFCC_9 numeric
@attribute MFCC_10 numeric
@attribute MFCC_11 numeric
@attribute MFCC_12 numeric
@attribute MFCC_13 numeric
@attribute MFCC_14 numeric
@attribute MFCC_15 numeric
@attribute MFCC_16 numeric
@attribute MFCC_17 numeric
@attribute MFCC_18 numeric
@attribute MFCC_19 numeric
@attribute MFCC_20 numeric
@attribute MFCC_21 numeric
@attribute MFCC_22 numeric
@attribute MFCC_23 numeric
@attribute MFCC_24 numeric
@attribute MFCC_25 numeric
@attribute MFCC_26 numeric
@attribute MFCC_27 numeric
@attribute MFCC_28 numeric
@attribute MFCC_29 numeric
@attribute MFCC_30 numeric
@attribute MFCC_31 numeric
@attribute MFCC_32 numeric
@attribute MFCC_33 numeric
@attribute MFCC_34 numeric
@attribute MFCC_35 numeric
@attribute MFCC_36 numeric
@attribute MFCC_37 numeric
@attribute MFCC_38 numeric
@attribute MFCC_39 numeric
@attribute MFCC_40 numeric
@attribute MFCC_41 numeric
@attribute MFCC_42 numeric
@attribute MFCC_43 numeric
@attribute MFCC_44 numeric
@attribute MFCC_45 numeric
@attribute MFCC_46 numeric
@attribute MFCC_47 numeric
@attribute MFCC_48 numeric
@attribute MFCC_49 numeric
@attribute MFCC_50 numeric
@attribute MFCC_51 numeric
@attribute MFCC_52 numeric
@attribute MFCC_53 numeric
@attribute MFCC_54 numeric
@attribute MFCC_55 numeric
@attribute MFCC_56 numeric
@attribute MFCC_57 numeric
@attribute MFCC_58 numeric
@attribute MFCC_59 numeric
@attribute MFCC_60 numeric
@attribute MFCC_61 numeric
@attribute MFCC_62 numeric
@attribute MFCC_63 numeric
@attribute MFCC_64 numeric
@attribute MFCC_65 numeric
@attribute MFCC_66 numeric
@attribute MFCC_67 numeric
@attribute MFCC_68 numeric
@attribute MFCC_69 numeric
@attribute MFCC_70 numeric
@attribute MFCC_71 numeric
@attribute MFCC_72 numeric
@attribute MFCC_73 numeric
@attribute MFCC_74 numeric
@attribute MFCC_75 numeric
@attribute MFCC_76 numeric
@attribute MFCC_77 numeric
@attribute @@class@@ {bottomright,bottomleft,topleft,topright}

@data
1517.907223,224.667632,-95.848413,91.131425,197.4311,-165.778277,40.731191,-56.573481,149.344209,-172.20764,107.813058,-111.427047,113.344897,-130.159803,91.462344,-66.427222,93.903474,-87.284935,73.156493,-56.672804,58.420239,-60.292825,42.687045,-28.431643,22.210235,-13.703755,-974.59921,31.704812,88.297392,68.574642,197.56632,-83.53278,70.304252,-31.568152,102.934949,-111.584925,66.626254,-65.260271,81.357939,-95.134277,75.278134,-45.819849,78.566859,-70.393827,57.548055,-40.05097,51.803777,-42.093451,34.125915,-16.373184,19.482717,-12.691785,2492.506432,192.96282,-184.145804,22.556783,-0.13522,-82.245496,-29.573061,-25.005329,46.40926,-60.622715,41.186804,-46.166776,31.986958,-35.025526,16.184209,-20.607372,15.336614,-16.891109,15.608438,-16.621834,6.616462,-18.199374,8.56113,-12.058458,2.727518,-1.01197,bottomleft
2332.010208,161.733632,88.940255,-12.628842,145.801856,-121.251978,95.972232,-63.569905,87.465014,-109.699417,91.251597,-86.82488,75.739882,-91.289299,88.980151,-68.766032,76.254086,-67.401168,68.779866,-55.61221,46.631574,-41.386953,36.790415,-29.844264,17.9661,-7.408566,-925.020584,148.000499,150.186635,61.559712,227.843988,-132.743342,120.982539,-31.119271,110.024279,-124.866483,117.536283,-86.265014,87.41522,-104.24755,103.123152,-81.061982,101.673099,-73.305819,81.819675,-62.178322,60.387804,-45.802047,40.168302,-25.580225,25.895943,-4.587008,3257.030792,13.733132,-61.246379,-74.188554,-82.042132,11.491365,-25.010308,-32.450634,-22.559265,15.167066,-26.284687,-0.559866,-11.675338,12.958252,-14.143,12.29595,-25.419013,5.904651,-13.039809,6.566113,-13.75623,4.415093,-3.377887,-4.264038,-7.929843,-2.821558,bottomleft
1504.281857,290.255344,-70.824495,68.652992,204.224718,-196.830647,67.634649,-70.356136,156.116361,-199.375568,128.055819,-116.656085,138.466121,-149.380619,107.864099,-81.519461,103.27627,-101.462893,85.847664,-65.489208,67.232591,-72.374116,55.247777,-32.002564,22.566065,-22.204226,-981.138236,81.899885,140.053402,108.272852,245.449163,-100.82589,130.022228,-37.964166,114.064146,-130.792273,88.633405,-103.779372,89.462973,-118.418113,80.404653,-84.819986,101.549719,-79.172593,75.110431,-54.802711,61.662624,-51.370338,43.159777,-25.5161,21.307508,-11.420804,2485.420092,208.355459,-210.877897,-39.619859,-41.224445,-96.004758,-62.38758,-32.39197,42.052215,-68.583295,39.422413,-12.876713,49.003148,-30.962505,27.459446,3.300525,1.726551,-22.2903,10.737234,-10.686497,5.569967,-21.003778,12.088,-6.486463,1.258557,-10.783422,bottomleft
2009.56607,397.189264,67.059299,47.272837,166.070673,-252.305474,110.642662,-115.94855,117.811337,-180.047798,128.298178,-149.526634,113.196091,-138.073497,113.183801,-107.432467,122.161384,-97.541528,92.991523,-80.627353,75.554065,-65.008716,54.652755,-38.814318,22.230709,-17.293977,-461.462831,124.201024,90.185726,97.828638,228.132367,-137.601178,127.539324,-47.392797,147.920711,-163.52358,109.48188,-99.890779,103.883203,-140.616654,100.512404,-85.953016,103.659757,-97.409315,91.369598,-60.832421,72.59794,-60.26971,46.873978,-26.903638,24.762304,-18.964453,2471.028901,272.988239,-23.126427,-50.555801,-62.061694,-114.704296,-16.896662,-68.555753,-30.109375,-16.524218,18.816298,-49.635855,9.312887,2.543158,12.671397,-21.479451,18.501627,-0.132213,1.621925,-19.794932,2.956126,-4.739007,7.778777,-11.91068,-2.531594,1.670476,bottomleft
1717.514219,236.291103,-95.174887,53.232762,159.111832,-163.45097,66.131472,-61.477991,133.339814,-173.887124,100.29393,-97.535952,111.914788,-129.312707,88.476478,-67.919952,84.161206,-86.761647,75.520795,-52.82096,62.280691,-59.336389,46.319418,-32.674338,19.059339,-13.522057,-891.956062,45.502025,84.828351,64.040262,218.839497,-103.15814,82.112517,-4.336785,115.274988,-116.8396,74.215628,-64.603268,75.349906,-108.274521,71.833722,-56.604259,81.440983,-75.856773,62.812997,-37.533205,48.092221,-46.919147,37.089897,-17.666285,17.166841,-14.124708,2609.470282,190.789079,-180.003238,-10.8075,-59.727665,-60.29283,-15.981045,-57.141206,18.064826,-57.047524,26.078302,-32.932683,36.564882,-21.038186,16.642756,-11.315693,2.720223,-10.904874,12.707798,-15.287756,14.18847,-12.417242,9.229521,-15.008053,1.892498,0.602651,bottomleft
1573.49158,357.336877,-16.269798,89.435957,212.321081,-182.235761,88.593164,-77.863515,152.980652,-192.176972,115.450948,-117.881042,136.672267,-150.084363,96.587064,-74.232622,95.433404,-101.683862,86.830426,-67.600995,73.521846,-72.009556,52.985592,-28.114419,21.72602,-19.788672,-1029.661124,50.291905,148.507583,98.995324,210.555984,-101.675686,98.357797,-33.944298,98.851703,-101.128408,80.731222,-79.44171,95.396049,-91.385974,80.604344,-66.597776,85.964133,-72.161379,64.338584,-55.586859,49.729999,-47.270213,31.263533,-19.983185,20.190323,-15.57173,2603.152703,307.044972,-164.777381,-9.559368,1.765096,-80.560075,-9.764633,-43.919217,54.128949,-91.048564,34.719726,-38.439332,41.276218,-58.698389,15.98272,-7.634846,9.469272,-29.522483,22.491842,-12.014136,23.791847,-24.739344,21.722059,-8.131234,1.535696,-4.216942,bottomleft
1500.174875,381.917438,-43.15992,50.275761,168.123613,-216.17185,107.231805,-82.442543,129.393075,-179.449058,142.364219,-127.57922,130.849416,-129.747329,97.831769,-78.929617,98.95119,-97.359967,85.806709,-67.72092,73.68496,-68.147743,49.813089,-23.605572,22.086805,-21.043259,-975.87293,82.282746,117.880813,86.661746,218.302521,-103.736043,124.730275,-20.242456,118.075138,-123.449968,96.320162,-84.70355,87.392395,-106.877087,87.874448,-72.852912,93.017437,-77.895721,72.104847,-46.572692,63.545567,-46.469156,42.419411,-18.444455,23.663828,-15.039778,2476.047805,299.634692,-161.040733,-36.385985,-50.178908,-112.435808,-17.498471,-62.200087,11.317937,-55.99909,46.044057,-42.875671,43.457021,-22.870242,9.957321,-6.076705,5.933753,-19.464245,13.701862,-21.148229,10.139393,-21.678587,7.393678,-5.161117,-1.577023,-6.003481,bottomleft
1492.189527,401.660027,-17.296704,90.463561,203.659227,-216.082724,109.811119,-95.234549,147.122882,-188.402183,129.844651,-134.197449,135.945641,-141.349528,119.861461,-86.932613,110.723248,-108.065239,89.490016,-70.48726,75.473215,-73.914629,53.135157,-28.770958,25.046203,-16.211076,-602.100132,114.331707,92.453151,93.138511,217.367174,-127.976704,101.851552,-45.83774,117.311247,-144.555755,90.878409,-93.067785,100.333451,-124.80417,81.04655,-65.868487,103.675117,-78.449258,81.472636,-53.719973,55.90356,-56.067378,41.438158,-21.457144,21.081066,-18.019425,2094.289659,287.328319,-109.749854,-2.67495,-13.707947,-88.10602,7.959567,-49.396809,29.811635,-43.846428,38.966241,-41.129665,35.61219,-16.545359,38.814911,-21.064126,7.048131,-29.61598,8.01738,-16.767287,19.569655,-17.847252,11.696999,-7.313814,3.965137,1.808349,bottomleft
1773.664017,286.898409,-76.496378,48.736013,143.211336,-195.318906,86.45101,-79.018399,131.737095,-170.415568,136.323987,-127.957398,121.834677,-126.095155,96.426488,-73.436783,89.152222,-94.905716,78.491675,-64.480768,69.953082,-64.888103,48.763593,-29.362031,21.721603,-15.12396,-748.915951,36.144125,35.825666,95.673291,225.346683,-107.638328,99.083194,-14.306836,130.771221,-123.750018,69.007093,-72.946302,90.204043,-110.413191,81.707864,-59.202636,82.461208,-82.249612,71.946797,-40.52605,53.465774,-51.219004,38.187884,-15.854731,23.086236,-18.485979,2522.579968,250.754285,-112.322044,-46.937277,-82.135347,-87.680578,-12.632184,-64.711563,0.965874,-46.66555,67.316894,-55.011096,31.630634,-15.681963,14.718624,-14.234147,6.691014,-12.656104,6.544877,-23.954717,16.487308,-13.669098,10.575709,-13.5073,-1.364633,3.362019,bottomleft
1595.996338,287.088019,-41.008813,114.872427,241.821033,-182.82119,58.918696,-72.701355,152.429442,-200.090124,120.224502,-114.835734,133.186742,-152.279528,106.748629,-84.743028,103.847925,-99.057243,82.683323,-58.074136,70.274564,-70.54001,53.475314,-36.042245,26.174715,-19.463723,-903.683362,96.566088,138.967189,104.24393,238.31828,-96.697641,105.451741,-37.394988,133.824779,-136.448493,83.6407,-89.778703,90.19771,-122.585724,87.886232,-65.614693,92.577691,-87.827572,74.858428,-50.089307,61.582276,-52.648564,45.105626,-19.639763,21.034062,-12.026985,2499.679701,190.521931,-179.976002,10.628497,3.502753,-86.123549,-46.533045,-35.306366,18.604663,-63.641631,36.583802,-25.057031,42.989032,-29.693805,18.862397,-19.128336,11.270234,-11.229671,7.824895,-7.984829,8.692288,-17.891446,8.369688,-16.402481,5.140653,-7.436738,bottomleft
