1524784089181,begin 1000,,,,,,
1524784089182,top,,,,,,
1524784089182,gyro,2.6686992999999997,0.85760593,2.181302,66545193.380126,66545193380126.0,0.0
1524784089182,gyro,2.6820161,0.9428339,2.152005,66545203.359374,66545203359374.0,1.0
1524784089182,gyro,2.7033231,1.0680124,2.152005,66545213.338622,66545213338622.0,2.0
1524784089212,gyro,2.6500556,1.2198247,2.1493416,66545223.31787,66545223317870.0,3.0
1524784089212,gyro,2.538194,1.3450031,2.1280346000000003,66545233.2666,66545233266600.0,4.0
1524784089244,gyro,2.436986,1.4408846000000002,2.1227077999999997,66545243.245848,66545243245848.0,5.0
1524784089245,gyro,2.3890452,1.5420927,2.1786387,66545255.880126,66545255880126.0,6.0
1524784089245,gyro,2.3490946,1.6779248,2.2851737,66545263.204344,66545263204344.0,7.0
1524784089245,gyro,2.2292428,1.8403903999999998,2.394372,66545273.153075,66545273153075.0,8.0
1524784089282,gyro,2.0028563000000004,1.9895393,2.4796,66545283.559568994,66545283559569.0,9.0
1524784089283,gyro,1.6912416000000001,2.1040642000000003,2.559501,66545293.203124,66545293203124.0,10.0
1524784089283,gyro,1.3503299,2.181302,2.652719,66545303.121337,66545303121337.0,11.0
1524784089312,gyro,1.0227351,2.2292428,2.7619173999999997,66545313.283690006,66545313283690.0,12.0
1524784089313,gyro,0.7297640999999999,2.26653,2.852472,66545323.11035,66545323110350.0,13.0
1524784089344,gyro,0.47141695,2.3064806,2.9163930000000002,66545333.089598,66545333089598.0,14.0
1524784089344,gyro,0.069247685,2.3704016,3.0016208,66545354.90966701,66545354909667.0,15.0
1524784089345,gyro,-0.19708957,2.3996987,3.110819,66545373.677977,66545373677977.0,17.0
1524784089345,gyro,-0.07457443,2.3863819,3.0522249,66545363.393553,66545363393553.0,16.0
1524784089372,gyro,-0.40483263,2.394372,3.1907202999999997,66545393.239745,66545393239745.0,19.0
1524784089372,gyro,-0.4767437,2.3597481,3.1774035,66545403.21899301,66545403218993.0,20.0
1524784089372,gyro,-0.30628785,2.4050255000000003,3.1640866,66545383.077391006,66545383077391.0,18.0
1524784089404,gyro,-0.5193576,2.309144,3.124136,66545413.015135,66545413015135.0,21.0
1524784089404,gyro,-0.5326744999999999,2.2505498,3.038908,66545423.26904201,66545423269042.0,22.0
1524784089444,gyro,-0.52468437,2.181302,2.9403634,66545433.309325,66545433309325.0,23.0
1524784089444,gyro,-0.49272390000000005,2.0135098,2.7512639,66545454.45800699,66545454458007.0,24.0
1524784089445,gyro,-0.47940707,1.901648,2.6287487,66545463.49121,66545463491210.0,25.0
1524784089445,gyro,-0.47408032,1.7791328000000002,2.4476395,66545473.378905006,66545473378905.0,26.0
1524784089482,gyro,-0.52468437,1.5287758,1.9575788,66545492.696531996,66545492696532.0,28.0
1524784089482,gyro,-0.48739716,1.651291,2.2159259999999996,66545482.747801,66545482747801.0,27.0
1524784089483,gyro,-0.5300111,1.243795,1.422241,66545512.685545996,66545512685546.0,30.0
1524784089483,gyro,-0.55664486,1.3982706,1.693905,66545502.675780006,66545502675780.0,29.0
1524784089544,gyro,-0.407496,1.0680124,1.1345967,66545522.66479399,66545522664794.0,31.0
1524784089545,gyro,-0.0026633726,0.6818234000000001,0.4660902,66545542.470702,66545542470702.0,32.0
1524784089545,gyro,0.15181224,0.4767437,0.05060408,66545552.602538,66545552602538.0,33.0
1524784089545,gyro,0.26900062,0.25834712,-0.41282275,66545562.551268004,66545562551268.0,34.0
1524784089545,gyro,0.36488205,0.023970352,-0.89489317,66545572.561033994,66545572561034.0,35.0
1524784089582,gyro,0.45010996,-0.21573317,-1.3556566,66545582.540281996,66545582540282.0,36.0
1524784089583,gyro,0.31694132,-0.836299,-2.6500556,66545612.447509,66545612447509.0,39.0
1524784089583,gyro,0.49805066,-0.44211984,-1.787123,66545592.489012,66545592489012.0,37.0
1524784089583,gyro,0.4660902,-0.6471995,-2.2159259999999996,66545602.43774301,66545602437743.0,38.0
1524784089635,gyro,0.039950587,-1.0307251,-3.0628784,66545622.42675699,66545622426757.0,40.0
1524784089635,gyro,-0.7457443,-1.4888252,-3.6834443,66545642.53784101,66545642537841.0,41.0
1524784089636,gyro,-1.1425868000000001,-1.7365188999999999,-3.904504,66545652.669676,66545652669676.0,42.0
1524784089636,gyro,-1.4914886,-1.9655688999999998,-4.1175737,66545663.533934,66545663533934.0,43.0
1524784089662,gyro,-1.787123,-2.1626585,-4.3519505999999994,66545672.445067,66545672445067.0,44.0
1524784089663,gyro,-2.0561235,-2.3144708,-4.602308,66545682.302245,66545682302245.0,45.0
1524784089663,gyro,-2.3411044999999997,-2.4183424,-4.8446746,66545692.556151,66545692556151.0,46.0
1524784089692,bottom,,,,,,
